property_name,link,society,price,areaWithType,address,floorNumAllowed,noOfOpenSides,possession,nearbyLocations,description,features,rating,property_id
Residential land / Plot in Sushant Lok Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-sushant-lok-phase-1-gurgaon-270-sq-yard-spid-B69098944,,7.2 Crore,(226 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana",,2,,"['Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Hdfc bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Citi bank ATM', 'Icici ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Arihant Hospital', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Centre For Sight Gurgaon Sector 29', 'Guardian Pharmacy', 'Chikitsa', 'Gardian Pharmacy', 'City Medical', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Pizza Hut', 'Fat', 'Nowhere Brewpub and cafe', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']",This plot is located in sushant lok-1 plot size 270 sq.Yd corner two side open near by rajpath road and huda city center metro a very prime location with gated block lush green area.This is very good option for end user or builders very limited plots available for sale in this pocket pls call for more details.We have many more options available for sale here in 270/360/500 sq.Yd pls call for more details.,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",B69098944
Residential land / Plot in DLF Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-city-phase-1-gurgaon-300-sq-yard-spid-D69098772,,8.2 Crore,(251 sq.m.) Plot Area,"DLF Phase 1, Gurgaon, Haryana",,1,Immediate,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']",This plot is located in dlf phase -1 block-G plot size 300 sq.Yd near by qutab plaza market a very prime location with gated block lush green area.This is very good option for end user or builders very limited plots available for sale in this pocket pls call for more details.We have many more options available for sale here in 270/360/500 sq.Yd pls call for more details.,"[['Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",D69098772
Residential land / Plot in DLF Phase 4,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-city-phase-4-gurgaon-270-sq-yard-spid-J69098648,,8.2 Crore,(226 sq.m.) Plot Area,"5912, DLF Phase 4, Gurgaon, Haryana",,1,Immediate,"['Dlf phase 1 metro station', 'Huda city centre metro station', 'Iffco chowk metro station', 'New Life Church', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Sitaram Bhartia', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Sidhesh Hospital Gurgaon', 'Umkal Hospital', 'Marwah Clinic', 'Lord Krishna Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Divine Look Clinic Centre 1', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'DT Cinemas', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Pizza Hut', 'Barbecue Grill', 'PWO house', 'Food Court', 'Stones2milestones', 'Bahrisons library', 'Ncr library']",This plot is located in dlf phase 4 plot size 270 sq.Yd park facing near by supermart and galleria market a very prime location with gated block lush green area.This is very good option for end user or builders very limited plots available for sale in this pocket pls call for more details.We have many more options available for sale here in 270/360/500 sq.Yd pls call for more details.,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",J69098648
Residential land / Plot in Sector 56 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-56-gurgaon-275-sq-yard-spid-F69098316,,4.49 Crore,(230 sq.m.) Plot Area,"Sector 56 Gurgaon, Gurgaon, Haryana",,1,,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']",Desperate dealThis plot located in sector 56 on very prime location near by golf course road and rapid metro station plot size is 275 sq.Yd huda plot very limited plots available in this size location is very peaceful surrounded by big size plots and high-Rise buildings.Good option for end users and builders also pls call for more details.We have many more options available in plots pls call for more details.,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']]","[['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",F69098316
Residential land / Plot in Maruti Kunj,https://www.99acres.com/residential-land-plot-for-sale-in-maruti-kunj-gurgaon-100-sq-yard-spid-B69067148,sohna road,15 Lac,(84 sq.m.) Plot Area,"B-79, Maruti Kunj, Gurgaon, Haryana",4 Floors,1,Immediate,,This property is good location,[['Water Storage']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",B69067148
Residential land / Plot in Sector 67A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-ansal-api-versalia-sector-67-a-gurgaon-330-sq-yard-r1-spid-Y66452938,Ansal API Versalia,4.45 Crore,(276 sq.m.) Plot Area,"G Block, Sector 67A Gurgaon, Gurgaon, Haryana",,1,,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sector 66 Main Rd', 'Badshahpur Sohna Rd Highway', 'DPS International Edge', 'Pulse Multispecility Hospital', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","On 18m road east facing
Registered plot available for sell for more detail pls call","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",Y66452938
Residential land / Plot in Sector 67A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-ansal-api-versalia-sector-67-a-gurgaon-182-sq-yard-r1-spid-A66675666,Ansal API Versalia,2.58 Crore,(152 sq.m.) Plot Area,"G Block, Sector 67A Gurgaon, Gurgaon, Haryana",,2,,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sector 66 Main Rd', 'Badshahpur Sohna Rd Highway', 'DPS International Edge', 'Pulse Multispecility Hospital', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","182 sq yard, corner, registered plot available for sell for more detail pls call","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",A66675666
Residential land / Plot in B Block Sushant Lok Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-418-sq-yard-r1-spid-P65219742,,9.75 Crore,(350 sq.m.) Plot Area,"B Block Sushant Lok Phase 1, Gurgaon, Haryana",,2,Immediate,"['Iffco chowk metro station', 'Huda city centre metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM', 'Icici bank ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Max Hospital', 'Sitaram Bhartia', 'Dr. Kutbuddin Akbary', 'Umkal Hospital', 'Dr. Naval Mendiratta', 'Sidhesh Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Centre For Sight Gurgaon Sector 29', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Naveidyam', 'Pizza Hut', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'The Chicken Boat', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Balaji Vegetarian Paradise', 'Fat', 'Nowhere Brewpub and cafe', 'Barbecue Grill', 'Roots', 'PWO house', 'MoB Ministory of Beer', 'Park Baluchi', 'Beer & Whisky Bar', 'Bikanervala', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Gravity Space Bar', 'Zura', 'Black Mambaa', 'Stones2milestones', 'Bahrisons library', 'Ncr library']",Super location of sushant lok 1.Ultra convenient property. Way below market rate .,[['Feng Shui / Vaastu Compliant']],"[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']]",P65219742
Residential land / Plot in Palam Vihar,https://www.99acres.com/residential-land-plot-for-sale-in-palam-vihar-gurgaon-520-sq-yard-spid-H68606126,,9 Crore,(435 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana",,1,Immediate,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Excellent location , 18 mtr wide road 
Park facing 
Gated
Walking distance from club , school, market 
Upcoming metro in near proximity","[['Feng Shui / Vaastu Compliant', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",H68606126
Residential land / Plot in Pathredi,https://www.99acres.com/residential-land-plot-for-sale-in-gurgaon-4860-sq-yard-spid-J69511420,,1.5 Crore,(4064 sq.m.) Plot Area,"Bhiwadi Road, Pathredi, Gurgaon, Haryana",,1,Immediate,,"Prime 1 acre agricultural land for sale. Rrts station at bilaspur chowk, double your investment in 3 years only.",[''],[''],J69511420
Residential land / Plot in Sector 83 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-83-gurgaon-155-sq-yard-spid-A69858884,,1.86 Crore,(130 sq.m.) Plot Area,"Sector 83 Gurgaon, Gurgaon, Haryana",,2,,"['S.R.S. Hospital and Critical Care Unit', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump', 'Haldiram', 'KFC', 'Pizza Hut', 'Rao Dhaba', ""McDonald's""]","Atulyam 83 is strategically located at gurugrams sector-83, close to nh8. Further, the location is in close vicinity of offices and entertainment hubs. This project provides in-House facilities like 24x7 high-Tech security, badminton court, milk and vegetable booth, kids play area etc.
Beautifully conceptualised, atulyam 83 offers affordable plots in various sizes spread in the township of 5.68 acres with major connectivity of nh8 and 24 meter wide road proposed under ddj 83 policy.","[['Maintenance Staff', 'Water Storage']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",A69858884
Residential land / Plot in Sohna Road,https://www.99acres.com/residential-land-plot-for-sale-in-nkv-residential-plots-sohna-road-gurgaon-100-sq-yard-r1-spid-E61303522,NKV Residential Plots,30 Lac,(84 sq.m.) Plot Area,"Golf Course Extn. Road, Sohna Road, Gurgaon, Haryana",,2,,"['KLAY Preschool and DayCare', 'Shri Shani Dev Mandir', 'Axis Bank ATM', 'Samvit Hospital', 'Medanta -The Medicity', 'Goodwill Pharmacy', 'Neta ji Subash Enclave Park', 'Islampur Bus Stop', 'Gurgaon Railway Station', 'Gazebo Inn & Suites', 'HUDA Mini Golf Course', 'Tau Devi Lal Stadium', 'Parking Lot', 'SRS Cinemas', 'Bharat Petroleum']","It's a gated project situated on jail road well connected to sohna road and golf course road. Registry and mutation also available on this project .
Distances :-
2km from sohna road 
2km from badshahpur 
7km from subhash chowk 
8km from rajiv chowk gurgaon
9km from hero honda chowk 
12km from huda city center metro station
12 km from gurgaon bus stand 
15 km from railway station gurgaon
30 km from igi airport delhiKey features:-
Gated project 
Electricity 
Water 
Road 
Temple park 
Commercial shopesNear by development:-
M3m projects (Urbana ,cosmopolitan.)
Ireo corridor
Park view spa next
Bptp parkview
Pyramid peace home
Iskon temple 
Lemon tree hotel
Ryan international school 
St johannes convent school
Dps school 
St xavier's school Rates:- 
16000 to 19000 per sq.Yd. Time flexibility on payment.1360 units available in this 44 acre projects 
Sizes :-
55sqyd(15x33)
60sqyd(18x30)
66sqyd(18x33)
72sqyd(18x36)
82.5sqyd(22.5x30)
100sqyd(20x45)
104sqyd (24x39)
108sqyd (24x25)
150sqyd (30x45)
 163sqyd (30x49)
176sqyd (36x44)
Site visit available from subhash chowk gurgaon 
Limited inventory hurry up plan your visit.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],E61303522
Residential land / Plot in Sector 88A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-88-a-gurgaon-200-sq-yard-spid-E69908532,,2 Crore,(167 sq.m.) Plot Area,"Sector 88A Gurgaon, Gurgaon, Haryana",,4,,"['Shri Balaji Hospital and Trauma Center', 'Indian Oil', 'Garhi harsaru junction railway station']","Sector 88a gurgaon, haryana
Park facing/ corner plots with all amenities
On dwarka expressway.
In the vicinity of several business hotels like hyatt regency, lemon tree etc.
Signal free access to the igi airport.
24*7 security / surveillance
Gated community!
Club membershipBest deal !","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],E69908532
Residential land / Plot in Sector 70A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-bptp-green-oaks-sector-70-a-gurgaon-131-sq-yard-spid-A69450744,BPTP Green Oaks,1.9 Crore,(110 sq.m.) Plot Area,"A Block, Sector 70A Gurgaon, Gurgaon, Haryana",,2,,"['Sector 55-56 Metro Station', 'Airia Mall', 'Southern Peripheral Road', 'Badshahpur Sohna Rd Hwy', 'GD Goenka Public School', 'DPG Degree College', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","2 side open plot, prime location
Front road - 12m 
Back road - 9m
Facing 500 sqyds plot
Only lane with 2 side entry open and directly connected to 60m road.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",A69450744
Residential land / Plot in Sector 50 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-unitech-south-city-2-sector-50-gurgaon-360-sq-yard-spid-B68562972,Unitech South City 23.8 ★,8.28 Crore,(301 sq.m.) Plot Area,"009, Sector 50 Gurgaon, Gurgaon, Haryana",,3,,"['Standard chartered ATM', 'Icici bank ATM', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Dr. Naresh Pandita', 'Neelkanth Health Care', 'Meher Clinic', 'Park Hospital Gurgaon', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Skin Clinic', 'Divine Look Clinic Centre', 'Vatsalya Clinic', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Wembley estate club', 'Gardian Pharmacy', 'Genius', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Unitech', 'India Oil', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', 'India', ""Domino's Pizza"", ""Nirula's"", 'Madison and Pike', 'Nook', 'Starbucks', 'Kamla International', 'Delhi Public School Primary Section', 'Gurugram University', 'Amity Global School']","Avail. For sale 360 sq.Yd north facing plot in unitech south city 2, sector -50, gurugram call for token","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",B68562972
Residential land / Plot in Sohna,https://www.99acres.com/residential-land-plot-for-sale-in-shree-vardhman-city-sohna-gurgaon-125-sq-yard-spid-I69958746,Shree Vardhman City,1.13 Crore,(105 sq.m.) Plot Area,"Sohna, Gurgaon, Haryana",,1,Immediate,"['Omaxe Gurgaon Mall', 'Old Sohna Dhani Road', 'Badshahpur Sohna Rd Hwy', 'GD Goenka World School', 'K. R. Mangalam University', 'Vardaan Hospital & Trauma Centre', 'Indira Gandhi Intl Airport']","Plot for sale in shree vardhman city sohna sector 2 next to gd goenka international school and kr manglam university
This society is gated and plots are park facing of 125 sq yards",[['Maintenance Staff']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",I69958746
Residential land / Plot in Sector 66 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-267-sq-yard-r6-spid-T55901506,Emaar MGF Marbella,7.6 Crore,(223 sq.m.) Plot Area,"Belleza, Sector 66 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 48', 'Hasanpur', 'Gurugram University', 'Delhi Public School', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","Emaar marbella , this is a good location plot in emaar marbella ,sector 66. This is a gated, power back up, water back up, this society is located in sector 66. Just next to m3m golf estate.
This township is comprise of plot and villas , and is divided in 3 blocks belleza, monada, belinda","[['Feng Shui / Vaastu Compliant', 'Water Storage']]","[['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",T55901506
